파일명,사고장소특징_ID,A진행방향_ID,B진행방향_ID,사고장소,사고장소특징,A진행방향,B진행방향
bb_1_150729_vehicle_36_200.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_150831_vehicle_202_22652.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_150831_vehicle_202_22652.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_151016_vehicle_257_30359.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_151016_vehicle_257_30359.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_160203_vehicle_19_123.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_160203_vehicle_19_123.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_160514_vehicle_237_21345.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_160514_vehicle_237_21345.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_161130_vehicle_119_100.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_161130_vehicle_119_100.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170322_vehicle_30_230.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170322_vehicle_30_230.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170407_vehicle_112_254.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170407_vehicle_112_254.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180530_vehicle_129_288.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180530_vehicle_129_288.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180930_vehicle_197_062.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180930_vehicle_197_062.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_181013_vehicle_246_22681.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_181013_vehicle_246_22681.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190330_vehicle_143_015.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190330_vehicle_143_015.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190603_vehicle_193_007.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190603_vehicle_193_007.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190622_vehicle_38_078.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190622_vehicle_38_078.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190904_vehicle_38_059.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190904_vehicle_38_059.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_200903_vehicle_48_244.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_200903_vehicle_48_244.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210204_vehicle_237_20172.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210204_vehicle_237_20172.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210608_vehicle_259_24477.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210608_vehicle_259_24477.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_211117_vehicle_205_30261.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_211117_vehicle_205_30261.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_220210_vehicle_251_21436.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_220210_vehicle_251_21436.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_220328_vehicle_206_20506.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_220328_vehicle_206_20506.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_130401_vehicle_30_194.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_130401_vehicle_30_194.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_150201_vehicle_46_086.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_150201_vehicle_46_086.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_170606_vehicle_190_062.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_170606_vehicle_190_062.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_100222_vehicle_204_21756.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_100222_vehicle_204_21756.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_130801_vehicle_29_158.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_130801_vehicle_29_158.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_140224_vehicle_246_22439.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_140224_vehicle_246_22439.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_140827_vehicle_208_22444.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_140827_vehicle_208_22444.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_150320_vehicle_40_145.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_150320_vehicle_40_145.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_151028_vehicle_245_22901.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_151028_vehicle_245_22901.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170325_vehicle_211_21009.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170325_vehicle_211_21009.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170704_vehicle_199_109.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_170704_vehicle_199_109.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180807_vehicle_251_21932.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180807_vehicle_251_21932.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180923_vehicle_252_21737.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_180923_vehicle_252_21737.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190422_vehicle_238_23523.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190422_vehicle_238_23523.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190809_vehicle_210_21031.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_190809_vehicle_210_21031.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_200324_vehicle_223_22795.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_200324_vehicle_223_22795.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_200410_vehicle_48_030.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_200410_vehicle_48_030.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210206_vehicle_148_012.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210206_vehicle_148_012.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210713_vehicle_113_094.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_210713_vehicle_113_094.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_190214_vehicle_126_316.json,10,19,22,사거리교차로(신호 등 없음),동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_3_190214_vehicle_126_316.json,10,19,22,T자형 교차로,동일폭 도로,왼쪽 도로에서 직진,오른쪽 도로에서 좌회전
bb_1_130121_vehicle_108_089.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_130121_vehicle_108_089.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_130501_vehicle_21_169.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_130501_vehicle_21_169.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_130520_vehicle_239_31929.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_130520_vehicle_239_31929.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_140318_vehicle_141_053.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_140318_vehicle_141_053.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_141105_vehicle_29_166.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_141105_vehicle_29_166.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_150817_vehicle_245_30050.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_150817_vehicle_245_30050.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_160328_vehicle_220_23106.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_160328_vehicle_220_23106.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_161117_vehicle_225_20372.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_161117_vehicle_225_20372.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170110_vehicle_214_20737.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170110_vehicle_214_20737.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170205_vehicle_131_188.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170205_vehicle_131_188.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170315_vehicle_145_012.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170315_vehicle_145_012.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170416_vehicle_219_31822.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_170416_vehicle_219_31822.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_171018_vehicle_209_20481.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_171018_vehicle_209_20481.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_171027_vehicle_256_31778.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_171027_vehicle_256_31778.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_180714_vehicle_201_30875.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_180714_vehicle_201_30875.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_181006_vehicle_240_20878.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_181006_vehicle_240_20878.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190222_vehicle_48_032.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190222_vehicle_48_032.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190302_vehicle_192_086.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190302_vehicle_192_086.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190308_vehicle_230_24254.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190308_vehicle_230_24254.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190417_vehicle_257_32529.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_190417_vehicle_257_32529.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_200131_vehicle_131_064.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_200131_vehicle_131_064.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_200526_vehicle_219_25202.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_200526_vehicle_219_25202.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_200714_vehicle_231_24512.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_200714_vehicle_231_24512.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_201130_vehicle_13_024.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_201130_vehicle_13_024.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_210331_vehicle_312_069.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_210331_vehicle_312_069.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_210619_vehicle_142_016.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_210619_vehicle_142_016.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_210923_vehicle_36_035.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_210923_vehicle_36_035.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_220312_vehicle_226_47837.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_220312_vehicle_226_47837.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_120417_vehicle_144_076.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_120417_vehicle_144_076.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_140904_vehicle_37_091.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_140904_vehicle_37_091.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_141031_vehicle_41_081.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_141031_vehicle_41_081.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_150508_vehicle_223_24877.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_150508_vehicle_223_24877.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_200119_vehicle_222_47253.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_3_200119_vehicle_222_47253.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
cc_3_211217_vehicle_117_024.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
cc_3_211217_vehicle_117_024.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_150710_vehicle_112_251.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_150710_vehicle_112_251.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_160126_vehicle_48_293.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_160126_vehicle_48_293.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_160801_vehicle_112_087.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_160801_vehicle_112_087.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_220407_vehicle_47_037.json,11,25,28,사거리교차로(신호 등 없음),대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_220407_vehicle_47_037.json,11,25,28,T자형 교차로,대로와 소로,대로에서 직진,소로에서 좌회전
bb_1_130630_vehicle_191_115.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_150216_vehicle_239_23088.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_150327_vehicle_35_133.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_150712_vehicle_116_191.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_150907_vehicle_46_176.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_151223_vehicle_125_092.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_160121_vehicle_39_186.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_160509_vehicle_243_25352.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_161007_vehicle_145_057.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_161016_vehicle_123_130.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_170211_vehicle_112_193.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_170406_vehicle_244_24210.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_170519_vehicle_245_32125.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_170907_vehicle_238_53286.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_171109_vehicle_118_116.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_171118_vehicle_111_093.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
bb_1_171123_vehicle_185_071.json,11,25,57,T자형 교차로,대로와 소로,대로에서 직진,소로에서 우회전
